srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
59.166.0.5,6645,149.171.126.2,80,tcp,FIN,29.268066,1052,824,31,29,2,2,http,251.741943,202.814896,8,10,255,255,1914245977,4060854914,132,82,0,0,349700.7664,9196.527,1421927414,1421927443,4181.063143,3251.939,0.000774,0.000604,0.00017,0,0,0.0,0.0,0,6,10,7,4,4,1,1,,0
59.166.0.3,6051,149.171.126.8,80,tcp,FIN,26.991116,1052,824,31,29,2,2,http,272.978699,219.924225,8,10,255,255,1138430365,1139528319,132,82,0,0,319680.6054,8470.284,1421927416,1421927443,3855.719429,2998.947,0.000742,0.000584,0.000158,0,0,0.0,0.0,0,9,6,5,10,8,1,2,,0
59.166.0.8,24415,149.171.126.1,80,tcp,FIN,2.012737,1052,824,31,29,2,2,http,3660.686768,2949.217773,8,10,255,255,3195623742,1047152027,132,82,0,0,23926.44354,631.314438,1421927441,1421927443,287.378134,223.576891,0.000693,0.000537,0.000156,0,0,0.0,0.0,0,4,2,3,3,3,1,1,,0
59.166.0.0,47744,149.171.126.8,80,tcp,FIN,9.113057,1052,824,31,29,2,2,http,808.510254,651.373047,8,10,255,255,1081016298,1082089395,132,82,0,0,108770.9068,2862.297,1421927434,1421927443,1301.687964,1012.501125,0.000685,0.000542,0.000143,0,0,0.0,0.0,0,6,6,5,7,6,1,1,,0
59.166.0.7,64065,149.171.126.3,80,tcp,FIN,11.38493,1052,824,31,29,2,2,http,647.171326,521.390991,8,10,255,255,3938074693,3934936921,132,82,0,0,135260.1444,3569.34025,1421927432,1421927443,1626.326857,1264.933,0.000665,0.000528,0.000137,0,0,0.0,0.0,0,4,4,6,9,4,1,4,,0
59.166.0.5,34360,149.171.126.9,80,tcp,FIN,13.468127,1052,824,31,29,2,2,http,547.069397,440.744263,8,10,255,255,588493881,2735070504,132,82,0,0,159722.0702,4231.306,1421927430,1421927443,1923.949786,1496.395625,0.000737,0.000561,0.000176,0,0,0.0,0.0,0,6,4,3,4,4,1,1,,0
59.166.0.3,48463,149.171.126.4,80,tcp,FIN,16.012999,1052,824,31,29,2,2,http,460.12619,370.698853,8,10,255,255,1235979060,3382430571,132,82,0,0,189170.2003,5030.467,1421927427,1421927443,2287.419071,1779.1615,0.00068,0.000539,0.000141,0,0,0.0,0.0,0,9,4,5,10,8,1,2,,0
59.166.0.1,45041,149.171.126.5,6881,tcp,FIN,0.141118,1540,1644,31,29,4,4,-,81860.57031,88039.79688,16,18,255,255,2268012211,138167915,96,91,0,0,841.7461,5.433112,1421927443,1421927443,9.375667,2.464294,0.100986,0.099224,0.001762,0,0,0.0,0.0,0,3,8,10,8,2,1,3,,0
59.166.0.9,60630,149.171.126.0,6881,tcp,FIN,0.047284,1540,1644,31,29,4,4,-,244310.9688,262752.7188,16,18,255,255,4198914907,2244545522,96,91,0,0,200.909854,4.08053,1421927443,1421927443,3.1296,2.180059,0.011936,0.010222,0.001714,0,0,0.0,0.0,0,4,12,16,6,4,1,5,,0
59.166.0.1,26232,149.171.126.4,80,tcp,FIN,24.033424,1052,824,31,29,2,2,http,306.573029,246.989349,8,10,255,255,790945882,792014234,132,82,0,0,284093.4627,7551.6205,1421927419,1421927443,3433.288286,2670.3165,0.000712,0.000565,0.000147,0,0,0.0,0.0,0,7,4,5,8,6,1,1,,0
59.166.0.1,50815,149.171.126.0,80,tcp,FIN,27.092768,1052,824,31,29,2,2,http,271.954498,219.09906,8,10,255,255,958428266,959471661,132,82,0,0,322899.4759,8505.957,1421927416,1421927443,3870.316286,3010.246,0.000665,0.000544,0.000121,0,0,0.0,0.0,0,7,8,16,8,6,2,2,,0
59.166.0.0,3231,149.171.126.5,80,tcp,FIN,28.78933,1052,824,31,29,2,2,http,255.928162,206.1875,8,10,255,255,2085914282,2086984013,132,82,0,0,343261.8686,9038.662,1421927414,1421927443,4112.567143,3198.74975,0.000731,0.000571,0.00016,0,0,0.0,0.0,0,6,4,10,7,6,1,2,,0
59.166.0.0,57998,149.171.126.2,80,tcp,FIN,1.75201,1052,824,31,29,2,2,http,4205.455566,3388.108643,8,10,255,255,3315624083,3316685535,132,82,0,0,19535.05558,549.666438,1421927441,1421927443,250.235429,194.611781,0.000628,0.000496,0.000132,0,0,0.0,0.0,0,6,10,7,7,6,1,2,,0
59.166.0.5,39375,149.171.126.6,80,tcp,FIN,5.042323,1052,824,31,29,2,2,http,1461.231201,1177.235107,8,10,255,255,1333534619,3484207504,132,82,0,0,59192.79187,1583.9535,1421927438,1421927443,720.277143,560.196875,0.000703,0.000543,0.00016,0,0,0.0,0.0,0,6,6,7,4,4,1,2,,0
59.166.0.0,17707,149.171.126.3,25740,tcp,FIN,0.015244,320,1826,31,29,1,2,ftp-data,140120.7031,838625.0625,6,8,255,255,2793881588,42463536,53,228,0,0,173.032706,3.095377,1421927443,1421927443,2.8208,2.022857,0.002025,0.001076,0.000949,0,0,0.0,0.0,0,1,1,6,7,1,1,1,,0
59.166.0.1,39705,149.171.126.5,6881,tcp,FIN,0.039414,1540,1644,31,29,4,4,-,293093.8125,315217.9375,16,18,255,255,2268013055,2286896308,96,91,0,0,155.870847,4.599347,1421927443,1421927443,2.6002,2.244412,0.002012,0.001258,0.000754,0,0,0.0,0.0,0,3,8,10,8,2,1,3,,0
59.166.0.2,8172,149.171.126.0,6881,tcp,FIN,0.098104,1540,1644,31,29,4,4,-,117752.5859,126641.1172,16,18,255,255,2458917551,2192592466,96,91,0,0,556.107122,16.907891,1421927443,1421927443,6.4718,5.701176,0.002021,0.001182,0.000839,0,0,0.0,0.0,0,9,12,16,7,5,1,5,,0
59.166.0.4,46461,149.171.126.6,6881,tcp,FIN,0.086391,1540,1644,31,29,4,4,-,133717.625,143811.2656,16,18,255,255,121013309,2308456242,96,91,0,0,371.096043,10.918383,1421927443,1421927443,5.736934,5.020353,0.001245,0.001044,0.000201,0,0,0.0,0.0,0,3,5,7,8,2,1,3,,0
59.166.0.7,32578,149.171.126.5,6881,tcp,FIN,0.031747,1540,1644,31,29,4,4,-,363876.9063,391344.0938,16,18,255,255,1286044104,72636910,96,91,0,0,144.974285,3.348526,1421927443,1421927443,2.047133,1.837353,0.00064,0.000511,0.000129,0,0,0.0,0.0,0,8,8,10,9,4,1,4,,0
59.166.0.7,35600,149.171.126.3,53,udp,CON,0.001195,146,178,31,29,0,0,dns,488702.9063,595815.875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927443,1421927443,0.012,0.03,0.0,0.0,0.0,0,0,0.0,0.0,0,1,1,6,9,1,1,4,,0
59.166.0.4,1822,149.171.126.0,80,tcp,FIN,19.05183,1052,824,31,29,2,2,http,386.734497,311.571106,8,10,255,255,1523468486,1524630880,132,82,0,0,226093.0139,5986.259,1421927424,1421927443,2721.580786,2116.80925,0.000683,0.000538,0.000145,0,0,0.0,0.0,0,5,8,16,8,5,1,1,,0
59.166.0.3,21777,149.171.126.2,80,tcp,FIN,20.291468,1052,824,31,29,2,2,http,363.108276,292.536743,8,10,255,255,2893041425,2889950162,132,82,0,0,241769.2132,6368.1995,1421927423,1421927443,2898.695,2254.5475,0.000669,0.000531,0.000138,0,0,0.0,0.0,0,9,10,7,10,8,1,1,,0
59.166.0.3,35730,149.171.126.8,80,tcp,FIN,20.933847,1052,824,31,29,2,2,http,351.965881,283.559906,8,10,255,255,443461976,444641122,132,82,0,0,248097.4897,6912.095,1421927422,1421927443,2990.473357,2616.6605,0.000693,0.000556,0.000137,0,0,0.0,0.0,0,9,6,5,10,8,1,2,,0
59.166.0.7,16315,149.171.126.3,80,tcp,FIN,21.034044,1052,824,31,29,2,2,http,350.289276,282.209167,8,10,255,255,323467630,324540409,132,82,0,0,250267.8169,6609.497,1421927422,1421927443,3004.773286,2337.05375,0.000703,0.000557,0.000146,0,0,0.0,0.0,0,4,4,6,9,4,1,4,,0
59.166.0.0,11654,149.171.126.5,80,tcp,FIN,26.464136,1052,824,31,29,2,2,http,278.41452,224.303558,8,10,255,255,3523815211,1379612468,132,82,0,0,314972.088,8315.2745,1421927417,1421927443,3780.422857,2940.39425,0.000718,0.000581,0.000137,0,0,0.0,0.0,0,6,4,10,7,6,1,2,,0
59.166.0.4,40460,149.171.126.1,80,tcp,FIN,26.295465,1052,824,31,29,2,2,http,280.200409,225.74234,8,10,255,255,3583814558,1439513866,132,82,0,0,313621.1946,8255.1415,1421927417,1421927443,3756.384,2921.651,0.000759,0.000594,0.000165,0,0,0.0,0.0,0,5,2,3,8,5,1,1,,0
59.166.0.1,42173,149.171.126.5,80,tcp,FIN,28.563492,1052,824,31,29,2,2,http,257.95166,207.817734,8,10,255,255,2268009183,119520435,132,82,0,0,339798.1576,8942.775,1421927415,1421927443,4080.433143,3173.656,0.000712,0.00058,0.000132,0,0,0.0,0.0,0,7,4,10,8,6,1,3,,0
59.166.0.7,14584,149.171.126.3,80,tcp,FIN,28.305147,1052,824,31,29,2,2,http,260.306,209.714508,8,10,255,255,2448011958,299570376,132,82,0,0,336356.8547,8893.134,1421927415,1421927443,4043.424,3144.95225,0.000731,0.000571,0.00016,0,0,0.0,0.0,0,4,4,6,9,4,1,4,,0
59.166.0.1,50815,149.171.126.0,80,tcp,FIN,27.092768,1052,824,31,29,2,2,http,271.954498,219.09906,8,10,255,255,958428266,959471661,132,82,1,3924,322899.4759,8505.957,1421927416,1421927443,3870.316286,3010.246,0.000665,0.000544,0.000121,0,0,2.0,0.0,0,7,8,16,8,6,2,2,,0
59.166.0.2,38617,149.171.126.0,6881,tcp,FIN,0.051073,1540,1644,31,29,4,4,-,226186.0469,243259.6563,16,18,255,255,313533850,78997356,96,91,0,0,230.726802,6.081713,1421927443,1421927443,3.381,2.927059,0.002004,0.001312,0.000692,0,0,0.0,0.0,0,9,12,16,7,5,1,5,,0
59.166.0.2,42115,149.171.126.0,6881,tcp,FIN,0.028475,1540,1644,31,29,4,4,-,405689.2188,436312.5625,16,18,255,255,2458915492,80826598,96,91,0,0,122.072958,3.336082,1421927443,1421927443,1.868333,1.605882,0.00201,0.00117,0.00084,0,0,0.0,0.0,0,9,12,16,7,5,1,5,,0
59.166.0.3,14387,149.171.126.7,25740,tcp,FIN,0.019337,320,1826,31,29,1,2,ftp-data,110461.8047,661116.0,6,8,255,255,455979746,55378675,53,228,0,0,191.721216,2.690632,1421927443,1421927443,3.7888,1.455571,0.010984,0.00914,0.001844,0,0,0.0,0.0,0,2,1,4,10,2,1,2,,0
59.166.0.4,20704,149.171.126.4,53,udp,CON,0.001115,132,164,31,29,0,0,dns,473542.5938,588340.8125,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927443,1421927443,0.011,0.009,0.0,0.0,0.0,0,0,0.0,0.0,0,1,1,5,8,1,1,1,,0
59.166.0.9,30773,149.171.126.7,80,tcp,FIN,3.575787,1052,824,31,29,2,2,http,2060.525391,1660.054077,8,10,255,255,146043432,2296747079,132,82,0,0,39793.09915,1121.16125,1421927440,1421927443,510.654875,397.249437,0.000683,0.000534,0.000149,0,0,0.0,0.0,0,3,3,4,6,2,1,1,,0
59.166.0.2,20120,149.171.126.2,80,tcp,FIN,7.790827,1052,824,31,29,2,2,http,945.7276,761.921692,8,10,255,255,1921009818,1922096074,132,82,0,0,90117.16308,2443.36325,1421927436,1421927443,1112.860679,865.590687,0.000648,0.000506,0.000142,0,0,0.0,0.0,0,2,10,7,7,2,1,1,,0
59.166.0.6,29826,149.171.126.6,80,tcp,FIN,7.260025,1052,824,31,29,2,2,http,1014.872559,817.628052,8,10,255,255,73526959,74660910,132,82,0,0,84177.25563,2279.2045,1421927436,1421927443,1037.088571,806.607687,0.000706,0.000549,0.000157,0,0,0.0,0.0,0,5,6,7,4,4,1,1,,0
59.166.0.1,59390,149.171.126.6,80,tcp,FIN,11.131927,1052,824,31,29,2,2,http,661.880066,533.241028,8,10,255,255,1968494070,1969579249,132,82,0,0,131736.2045,3496.849,1421927432,1421927443,1590.107107,1236.82175,0.000664,0.000526,0.000138,0,0,0.0,0.0,0,7,6,7,8,6,1,1,,0
59.166.0.4,29776,149.171.126.9,80,tcp,FIN,14.398533,1052,824,31,29,2,2,http,511.718811,412.264221,8,10,255,255,4285558346,4282546346,132,82,0,0,171479.3301,4516.8105,1421927429,1421927443,2056.804786,1599.7765,0.000682,0.00054,0.000142,0,0,0.0,0.0,0,5,4,3,8,5,1,1,,0
59.166.0.6,62669,149.171.126.2,80,tcp,FIN,20.481709,1052,824,31,29,2,2,http,359.735626,289.81958,8,10,255,255,2768847448,624496421,132,82,0,0,244019.1504,6428.6545,1421927423,1421927443,2925.856786,2275.685,0.000679,0.000535,0.000144,0,0,0.0,0.0,0,5,10,7,4,4,1,1,,0
59.166.0.8,18211,149.171.126.8,80,tcp,FIN,20.632902,1052,824,31,29,2,2,http,357.099548,287.695831,8,10,255,255,563462364,564587033,132,82,0,0,245248.7681,6483.0755,1421927423,1421927443,2947.409643,2292.48175,0.000698,0.000559,0.000139,0,0,0.0,0.0,0,4,6,5,3,3,1,1,,0
59.166.0.7,4567,149.171.126.4,80,tcp,FIN,26.93326,1052,824,31,29,2,2,http,273.565094,220.396637,8,10,255,255,3228011419,1079478935,132,82,0,0,321056.4199,8462.687,1421927416,1421927443,3847.441143,2992.5195,0.000722,0.000578,0.000144,0,0,0.0,0.0,0,4,4,5,9,4,1,1,,0
59.166.0.2,9078,149.171.126.0,6881,tcp,FIN,0.10101,1540,1644,31,29,4,4,-,114364.9141,122997.7188,16,18,255,255,2458918477,2220550637,96,91,0,0,463.578425,5.557956,1421927443,1421927443,6.595867,2.929,0.051992,0.051215,0.000777,0,0,0.0,0.0,0,9,12,16,7,5,1,5,,0
59.166.0.3,30565,149.171.126.0,80,tcp,FIN,0.011614,1052,824,31,29,2,2,http,634406.75,511107.25,8,10,255,255,2368139688,230578200,132,82,1,83,92.267054,1.533893,1421927443,1421927443,1.604429,0.702778,0.00693,0.005287,0.001643,0,0,1.0,0.0,0,9,8,16,10,8,1,1,,0
59.166.0.3,62293,149.171.126.1,25740,tcp,FIN,0.287141,320,1826,31,29,1,2,ftp-data,7438.854004,44521.68359,6,8,255,255,901011992,65021526,53,228,0,0,3915.17404,67.694703,1421927443,1421927443,57.2046,39.710285,0.009296,0.009164,0.000132,0,0,0.0,0.0,0,2,1,3,10,2,1,1,,0
59.166.0.4,43082,149.171.126.6,6881,tcp,FIN,0.087352,1540,1644,31,29,4,4,-,132246.5469,142229.1406,16,18,255,255,2266402485,166199026,96,91,0,0,377.332445,11.363838,1421927443,1421927443,5.7988,5.088294,0.00094,0.000847,9.3e-05,0,0,0.0,0.0,0,3,5,7,8,2,1,3,,0
59.166.0.7,4156,149.171.126.5,6881,tcp,FIN,0.039965,1540,1644,31,29,4,4,-,289052.9063,310872.0,16,18,255,255,3431435012,71569619,96,91,0,0,167.703738,4.263117,1421927443,1421927443,2.642533,2.465813,0.001336,0.000508,0.000828,0,0,0.0,0.0,0,8,8,10,9,4,1,4,,0
59.166.0.9,58291,149.171.126.0,6881,tcp,FIN,0.060673,1540,1644,31,29,4,4,-,190397.7031,204769.8438,16,18,255,255,4198918789,91004139,96,91,0,0,258.464921,7.95778,1421927443,1421927443,4.021667,3.537588,0.000991,0.000533,0.000458,0,0,0.0,0.0,0,4,12,16,6,4,1,5,,0
59.166.0.9,11424,149.171.126.0,80,tcp,FIN,2.93372,1052,824,31,29,2,2,http,2511.487061,2023.369629,8,10,255,255,566044329,567142797,132,82,0,0,31648.13358,920.4445,1421927440,1421927443,419.042,325.901437,0.000758,0.000599,0.000159,0,0,0.0,0.0,0,3,8,16,6,2,1,5,,0
59.166.0.6,10412,149.171.126.8,80,tcp,FIN,15.562955,1052,824,31,29,2,2,http,473.431946,381.418579,8,10,255,255,1475977800,3626662685,132,82,0,0,184501.5881,4858.7395,1421927428,1421927443,2222.989786,1729.152875,0.000716,0.000574,0.000142,0,0,0.0,0.0,0,5,6,5,4,4,1,1,,0
59.166.0.0,52076,149.171.126.2,80,tcp,FIN,16.445951,1034,824,31,29,2,2,http,440.229919,360.93988,8,10,255,255,3201364282,3206700474,129,82,0,0,192916.2565,5118.1885,1421927427,1421927443,2348.837214,1827.26375,0.00086,0.000564,0.000296,0,0,0.0,0.0,0,6,10,7,7,6,1,2,,0
59.166.0.3,27391,149.171.126.5,80,tcp,FIN,16.554028,1052,824,31,29,2,2,http,445.088074,358.583435,8,10,255,255,3085558866,3086608610,132,82,0,0,195128.4209,5157.865,1421927427,1421927443,2364.7005,1839.2745,0.0007,0.000545,0.000155,0,0,0.0,0.0,0,9,4,10,10,8,1,1,,0
59.166.0.5,15794,149.171.126.6,80,tcp,FIN,24.73114,1052,824,31,29,2,2,http,297.923981,240.021286,8,10,255,255,2576332646,2581602575,132,82,0,0,290773.3468,7715.995,1421927419,1421927443,3532.862571,2747.84275,0.000702,0.000553,0.000149,0,0,0.0,0.0,0,6,6,7,4,4,1,2,,0
59.166.0.6,27412,149.171.126.9,80,tcp,FIN,23.828184,1052,824,31,29,2,2,http,309.213654,249.11676,8,10,255,255,850945223,851993626,132,82,0,0,282413.1156,7425.7635,1421927419,1421927443,3403.7315,2647.511,0.00074,0.000581,0.000159,0,0,0.0,0.0,0,5,4,3,4,4,1,1,,0
59.166.0.1,1736,149.171.126.2,80,tcp,FIN,25.450432,1052,824,31,29,2,2,http,289.503937,233.237686,8,10,255,255,4248010975,2099587526,132,82,0,0,300542.2876,7964.7895,1421927418,1421927443,3635.276857,2827.762,0.000703,0.000563,0.00014,0,0,0.0,0.0,0,7,10,7,8,6,1,1,,0
59.166.0.8,38983,149.171.126.0,80,tcp,FIN,24.954138,1052,824,31,29,2,2,http,295.261658,237.876389,8,10,255,255,2336333338,192049484,132,82,0,0,295585.1203,7780.0345,1421927418,1421927443,3564.727571,2772.62025,0.000694,0.00055,0.000144,0,0,0.0,0.0,0,4,8,16,3,3,1,1,,0
59.166.0.4,43054,149.171.126.7,80,tcp,FIN,28.791166,1052,824,31,29,2,2,http,255.911835,206.174347,8,10,255,255,2203815284,59519425,132,82,0,0,340908.0257,9040.56,1421927415,1421927443,4112.869857,3198.95025,0.000774,0.000607,0.000167,0,0,0.0,0.0,0,5,3,4,8,5,1,1,,0
175.45.176.1,13377,149.171.126.12,80,tcp,FIN,0.187885,842,5084,62,252,2,3,http,32275.0625,194842.5938,10,10,255,255,114736493,263943961,84,508,1,2076,1103.263956,1668.959802,1421927443,1421927443,20.876111,19.461111,0.054718,0.009946,0.044772,0,1,1.0,0.0,0,1,1,1,1,1,1,1,Exploits,1
59.166.0.6,45559,149.171.126.2,80,tcp,FIN,14.31095,1052,824,31,29,2,2,http,514.850525,414.787262,8,10,255,255,2433881987,2439158866,132,82,0,0,165838.7521,4471.2085,1421927429,1421927444,2044.2575,1590.04825,0.000643,0.000511,0.000132,0,0,0.0,0.0,0,5,10,9,3,1,1,2,,0
59.166.0.0,12709,149.171.126.2,6881,tcp,FIN,1.125098,1540,1644,31,29,4,4,-,10267.54981,11042.59375,16,18,255,255,3523816466,129757654,96,91,0,0,5090.585803,105.594484,1421927443,1421927444,74.926399,63.819,0.041885,0.040171,0.001714,0,0,0.0,0.0,0,7,6,9,7,7,1,4,,0
59.166.0.0,48236,149.171.126.0,6881,tcp,FIN,0.664413,1540,1644,31,29,4,4,-,17386.77734,18699.21289,16,18,255,255,2085915388,2211855958,96,91,0,0,3396.402776,100.667016,1421927443,1421927444,44.271202,39.022352,0.001182,0.001029,0.000153,0,0,0.0,0.0,0,7,12,4,7,7,1,3,,0
59.166.0.2,2774,149.171.126.1,6881,tcp,FIN,0.222928,1540,1644,31,29,4,4,-,51819.42188,55730.99609,16,18,255,255,3240527207,198525435,96,91,0,0,1266.373544,36.222621,1421927443,1421927444,14.8404,13.048883,0.002089,0.001096,0.000993,0,0,0.0,0.0,0,9,1,1,4,4,1,1,,0
59.166.0.2,50678,149.171.126.8,6881,tcp,FIN,0.313031,1540,1644,31,29,4,4,-,36903.69531,39689.36328,16,18,255,255,4183815287,2315177572,96,91,0,0,2357.910686,47.340445,1421927443,1421927444,20.846533,18.335354,0.001704,0.001326,0.000378,0,0,0.0,0.0,0,9,5,6,4,4,1,3,,0
59.166.0.4,9677,149.171.126.9,6881,tcp,FIN,0.648347,1540,1644,31,29,4,4,-,17817.61914,19162.57813,16,18,255,255,2203820194,177766216,96,91,0,0,4009.164219,120.805539,1421927443,1421927444,43.200466,38.062059,0.001999,0.001288,0.000711,0,0,0.0,0.0,0,3,4,5,1,1,1,1,,0
59.166.0.6,45783,149.171.126.7,6881,tcp,FIN,0.700356,1540,1644,31,29,4,4,-,16494.46875,17739.54883,16,18,255,255,2145917356,2273174678,96,91,0,0,3693.479692,123.395188,1421927443,1421927444,46.666668,41.126176,0.001944,0.00121,0.000734,0,0,0.0,0.0,0,2,1,1,3,2,1,1,,0
59.166.0.7,10669,149.171.126.8,6881,tcp,FIN,0.206084,1540,1644,31,29,4,4,-,56054.8125,60286.09766,16,18,255,255,3228017789,238369783,96,91,0,0,1066.311449,42.394664,1421927443,1421927444,13.683333,11.998412,0.003977,0.00211,0.001867,0,0,0.0,0.0,0,8,5,6,4,4,1,2,,0
59.166.0.9,33601,149.171.126.6,80,tcp,FIN,1.809801,1052,824,31,29,2,2,http,4071.165771,3279.918701,8,10,255,255,3491429584,1347192447,132,82,0,0,17065.44243,542.863313,1421927442,1421927444,258.374295,201.026,0.000708,0.000559,0.000149,0,0,0.0,0.0,0,3,6,4,1,1,1,1,,0
59.166.0.5,60805,149.171.126.8,80,tcp,FIN,9.713099,1052,824,31,29,2,2,http,758.563293,611.133484,8,10,255,255,961010601,3111709587,132,82,0,0,113952.576,3015.77725,1421927434,1421927444,1387.53425,1079.1725,0.000693,0.000542,0.000151,0,0,0.0,0.0,0,6,6,6,3,2,1,1,,0
59.166.0.0,35472,149.171.126.2,6881,tcp,FIN,0.425799,1540,1644,31,29,4,4,-,27130.17188,29178.08594,16,18,255,255,433533210,441770616,96,91,0,0,2057.980225,54.963277,1421927444,1421927444,28.223334,24.593059,0.008557,0.007712,0.000845,0,0,0.0,0.0,0,7,6,9,7,7,1,4,,0
59.166.0.3,65294,149.171.126.2,6881,tcp,FIN,0.380603,1540,1644,31,29,4,4,-,30351.83789,32642.93945,16,18,255,255,1741016513,2471666275,96,91,0,0,2054.73136,56.623742,1421927444,1421927444,25.352466,22.323471,0.00197,0.001103,0.000867,0,0,0.0,0.0,0,6,6,9,7,6,1,1,,0
59.166.0.5,56830,149.171.126.5,6881,tcp,FIN,0.413293,1540,1644,31,29,4,4,-,27951.11523,30060.99805,16,18,255,255,1775987912,2465947365,96,91,0,0,1803.963067,64.97432,1421927444,1421927444,27.53,21.483295,0.049021,0.048076,0.000945,0,0,0.0,0.0,0,1,8,2,3,1,1,1,,0
59.166.0.7,55311,149.171.126.9,6881,tcp,FIN,0.153595,1540,1644,31,29,4,4,-,75210.78125,80888.04688,16,18,255,255,3968851677,2557091510,96,91,0,0,1004.563517,29.465125,1421927444,1421927444,10.156534,8.994353,0.000837,0.000687,0.00015,0,0,0.0,0.0,0,8,4,5,4,4,1,1,,0
59.166.0.1,34963,149.171.126.2,80,tcp,FIN,13.951939,1052,824,31,29,2,2,http,528.098633,425.460602,8,10,255,255,528494237,2679199845,132,82,0,0,160490.5777,4287.786,1421927430,1421927444,1992.975071,1550.15575,0.000665,0.000532,0.000133,0,0,0.0,0.0,0,7,10,9,2,1,1,1,,0
59.166.0.8,63383,149.171.126.9,80,tcp,FIN,13.646975,1052,824,31,29,2,2,http,539.899902,434.968201,8,10,255,255,2853881049,2859152753,132,82,0,0,157377.7411,4244.6995,1421927430,1421927444,1949.403929,1516.2715,0.00066,0.000526,0.000134,0,0,0.0,0.0,0,4,4,5,2,1,1,1,,0
59.166.0.5,25317,149.171.126.2,80,tcp,FIN,15.408968,1052,824,31,29,2,2,http,478.163116,385.230225,8,10,255,255,1775983720,3922469282,132,82,0,0,178815.8087,4820.841,1421927428,1421927444,2201.1185,1712.0485,0.000699,0.000527,0.000172,0,0,0.0,0.0,0,6,10,9,3,2,1,1,,0
59.166.0.3,46973,149.171.126.0,80,tcp,FIN,9.107625,1052,824,31,29,2,2,http,808.992493,651.761597,8,10,255,255,1321010537,3471848497,132,82,0,0,102429.3194,2796.9915,1421927435,1421927444,1300.791393,1011.897,0.000704,0.000544,0.00016,0,0,0.0,0.0,0,9,8,4,7,1,1,1,,0
59.166.0.0,45143,149.171.126.0,6881,tcp,FIN,0.684183,1540,1644,31,29,4,4,-,16884.37109,18158.88477,16,18,255,255,2085918451,2208788541,96,91,0,0,3409.568866,107.813492,1421927443,1421927444,45.556002,40.214117,0.001002,0.000542,0.00046,0,0,0.0,0.0,0,7,12,4,7,7,1,3,,0
59.166.0.2,52453,149.171.126.8,6881,tcp,FIN,0.334132,1540,1644,31,29,4,4,-,34573.16406,37182.91016,16,18,255,255,4183817096,2307577837,96,91,0,0,2345.465124,48.782793,1421927443,1421927444,22.240801,18.809529,0.015003,0.014369,0.000634,0,0,0.0,0.0,0,9,5,6,4,4,1,3,,0
59.166.0.3,26220,149.171.126.9,6881,tcp,FIN,1.269562,1540,1644,31,29,4,4,-,9099.201172,9786.051758,16,18,255,255,2893046057,111166663,96,91,0,0,7245.652002,173.567641,1421927443,1421927444,84.614732,73.674063,0.018005,0.017102,0.000903,0,0,0.0,0.0,0,6,4,5,7,6,1,2,,0
59.166.0.3,62373,149.171.126.9,6881,tcp,FIN,1.24053,1540,1644,31,29,4,4,-,9312.148438,10015.07422,16,18,255,255,2893044328,2181358995,96,91,0,0,5683.911293,119.730219,1421927443,1421927444,82.673799,72.906766,0.001253,0.001111,0.000142,0,0,0.0,0.0,0,6,4,5,7,6,1,2,,0
59.166.0.6,34167,149.171.126.2,6881,tcp,FIN,0.546086,1540,1644,31,29,4,4,-,21154.17578,22750.99414,16,18,255,255,1633530957,2288337437,96,91,0,0,2149.543282,46.847754,1421927443,1421927444,36.361067,23.518295,0.148101,0.146268,0.001833,0,0,0.0,0.0,0,2,6,9,3,2,1,2,,0
59.166.0.7,59087,149.171.126.6,6881,tcp,FIN,1.082598,1540,1644,31,29,4,4,-,10670.62793,11476.09766,16,18,255,255,926045510,2338153203,96,91,0,0,5178.892283,118.946195,1421927443,1421927444,72.149797,67.528813,0.002949,0.002136,0.000813,0,0,0.0,0.0,0,8,5,4,4,4,1,1,,0
59.166.0.8,47400,149.171.126.4,6881,tcp,FIN,0.848425,1540,1644,31,29,4,4,-,13615.81836,14643.60449,16,18,255,255,3135635450,2335736612,96,91,0,0,3856.11739,103.081016,1421927443,1421927444,56.532199,46.008648,0.069066,0.066277,0.002789,0,0,0.0,0.0,0,1,1,1,2,1,1,1,,0
59.166.0.0,13050,149.171.126.2,6881,tcp,FIN,0.47964,1540,1644,31,29,4,4,-,24084.73047,25902.75977,16,18,255,255,433532379,2585983907,96,91,0,0,2138.86039,53.670527,1421927444,1421927444,31.951001,24.948883,0.0573,0.055508,0.001792,0,0,0.0,0.0,0,7,6,9,7,7,1,4,,0
