Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
3389,6,02/03/2018 09:09:30,2387838,9,8,1148,2754,677,0,127.5555556,218.6910556,1173,0,344.25,520.2819977,1634.114207,7.119410948,149239.875,321991.078,967529,2,2387838,298479.75,438755.637,1024829,2,2369023,338431.8571,437837.2136,986914,21585,0,0,0,0,204,172,3.769099914,3.350311035,0,1173,216.7777778,385.4783973,148593.5948,0,0,0,1,0,0,0,0,0,229.5294118,127.5555556,344.25,0,0,0,0,0,0,9,1148,8,2754,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 09:16:30,115406977,20,19,715,5710,342,0,35.75,88.93396427,1460,0,300.5263158,543.7221889,55.67254396,0.337934508,3037025.711,4575608.398,1.00E+07,1,1.15E+08,6074051.421,4896450.975,1.00E+07,42,1.11E+08,6144120.889,5032722.877,1.00E+07,1,0,0,0,0,412,524,0.173299748,0.16463476,0,1460,160.625,398.112063,158493.2147,0,0,1,1,0,0,0,1,0,164.7435897,35.75,300.5263158,0,0,0,0,0,0,20,715,19,5710,8192,123,15,20,43607.27273,27494.43512,126506,35242,1.00E+07,2825.248678,1.00E+07,1.00E+07,Benign
443,6,02/03/2018 09:16:29,116174854,21,18,778,3502,415,0,37.04761905,99.56780413,1460,0,194.5555556,450.443993,36.84101897,0.335700874,3057233,4574986.954,1.00E+07,1,1.16E+08,5808742.7,4928625.174,1.00E+07,14,1.11E+08,6521280.471,4918613.471,1.00E+07,1,0,0,0,0,432,504,0.180762009,0.154938865,0,1460,107,316.2183601,99994.05128,0,0,1,1,0,0,0,1,0,109.7435897,37.04761905,194.5555556,0,0,0,0,0,0,21,778,18,3502,8192,980,15,20,67570.83333,123213.1456,458825,31896,9613665.833,1364542.535,1.00E+07,5281032,Benign
50105,6,02/03/2018 09:18:25,23,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0,0,1347826.087,130434.7826,11.5,16.26345597,23,0,23,11.5,16.26345597,23,0,0,0,0,0,0,0,0,0,0,60,0,130434.7826,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0,0,0,0,0,0,0,3,31,0,0,980,-1,1,20,0,0,0,0,0,0,0,0,Benign
50112,6,02/03/2018 09:18:26,9115,2,0,0,0,0,0,0,0,0,0,0,0,0,219.4185409,9115,0,9115,9115,9115,9115,0,9115,9115,0,0,0,0,0,0,0,0,0,40,0,219.4185409,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,123,-1,0,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 09:16:30,116408449,21,19,828,5590,455,0,39.42857143,107.9933199,1460,0,294.2105263,541.8598198,55.13345513,0.34361767,2984832.026,4525553.641,1.00E+07,1,1.16E+08,5820422.45,4869932.601,1.00E+07,19,1.11E+08,6183264.556,4948870.865,1.00E+07,1,0,0,0,0,432,524,0.180399277,0.163218393,0,1460,156.5365854,393.4113685,154772.5049,0,0,1,1,0,0,0,1,0,160.45,39.42857143,294.2105263,0,0,0,0,0,0,21,828,19,5590,8192,123,15,20,113851.6667,354458.9572,1239410,11463,9586850.833,1413841.178,1.00E+07,5098191,Benign
80,6,02/03/2018 09:16:31,115293605,16,14,445,706,434,0,27.8125,108.3175694,706,0,50.42857143,188.6864368,9.983207655,0.260205239,3975641.552,4842675.595,1.00E+07,19,1.15E+08,7686240.333,4214338.351,1.01E+07,159,1.11E+08,8568216.077,3759914.655,1.01E+07,95119,0,0,0,0,332,424,0.138776127,0.121429111,0,706,37.12903226,146.5227495,21468.91613,0,0,1,1,0,0,0,1,0,38.36666667,27.8125,50.42857143,0,0,0,0,0,0,16,445,14,706,8192,172,12,20,124635.0909,98380.34959,421263,94942,1.00E+07,42030.50929,1.00E+07,9874707,Benign
80,6,02/03/2018 09:16:30,116322818,19,18,1313,2118,434,0,69.10526316,162.334324,706,0,117.6666667,270.7386411,29.49550277,0.318080327,3231189.389,4595575.825,1.00E+07,17,1.16E+08,6462378.778,4748374.267,1.01E+07,11042,1.12E+08,6611729.294,4881780.725,1.01E+07,95550,0,0,0,0,392,504,0.163338546,0.154741781,0,706,90.28947368,217.5169342,47313.61664,0,0,1,1,0,0,0,1,0,92.72972973,69.10526316,117.6666667,0,0,0,0,0,0,19,1313,18,2118,8192,250,14,20,218522.3636,408580.2502,1450438,94703,9999690.182,46627.97821,1.00E+07,9859103,Benign
50111,6,02/03/2018 09:18:26,999,2,0,0,0,0,0,0,0,0,0,0,0,0,2002.002002,999,0,999,999,999,999,0,999,999,0,0,0,0,0,0,0,0,0,40,0,2002.002002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,123,-1,0,20,0,0,0,0,0,0,0,0,Benign
80,6,02/03/2018 09:16:31,116290110,18,15,875,1412,432,0,48.61111111,139.4789206,706,0,94.13333333,248.4172373,19.66633276,0.283773057,3634065.938,4778424.502,1.00E+07,15,1.16E+08,6840594.706,4591711.026,1.00E+07,138,1.11E+08,7905759.5,4193845.67,1.00E+07,11385,0,0,0,0,372,444,0.154785304,0.128987753,0,706,67.26470588,191.9830025,36857.47326,0,0,1,1,0,0,0,1,0,69.3030303,48.61111111,94.13333333,0,0,0,0,0,0,18,875,15,1412,8192,176,13,20,66728.18182,183877.9507,621141,11213,9995129.727,29578.30115,1.00E+07,9905948,Benign
80,6,02/03/2018 09:16:32,115791706,16,14,443,706,432,0,27.6875,107.8175736,706,0,50.42857143,188.6864368,9.922990512,0.259085914,3992817.448,4884775.128,1.00E+07,15,1.16E+08,7719447.067,4131457.511,1.00E+07,148,1.10E+08,8476745.692,3756789.729,1.00E+07,11306,0,0,0,0,332,424,0.138179154,0.12090676,0,706,37.06451613,146.3425059,21416.12903,0,0,1,1,0,0,0,1,0,38.3,27.6875,50.42857143,0,0,0,0,0,0,16,443,14,706,8192,172,12,20,21326.09091,33621.29818,122698,11122,9996637.909,24897.93762,1.00E+07,9921568,Benign
80,6,02/03/2018 09:16:31,116901473,22,17,1755,3152,436,0,79.77272727,171.879507,788,0,185.4117647,344.5430051,41.97551899,0.333614274,3076354.553,4557170.676,1.00E+07,16,1.17E+08,5566736.81,4897398.398,1.00E+07,166,1.11E+08,6965502.5,4674415.337,1.00E+07,1244,0,0,0,0,452,484,0.188192667,0.145421606,0,788,122.675,260.2860741,67748.84038,0,0,1,1,0,0,0,1,0,125.8205128,79.77272727,185.4117647,0,0,0,0,0,0,22,1755,17,3152,8192,294,15,20,140839.1818,429403.6899,1435540,11287,9990794,43679.35688,1.00E+07,9859096,Benign
80,6,02/03/2018 09:16:32,115501150,16,14,449,788,438,0,28.0625,109.3175611,788,0,56.28571429,210.6018586,10.70985008,0.259737674,3982798.276,4872752.82,1.00E+07,16,1.16E+08,7700076.667,4121773.722,1.00E+07,11282,1.10E+08,8490437.769,3728246.435,1.00E+07,1808,0,0,0,0,332,424,0.138526759,0.121210914,0,788,39.90322581,159.524158,25447.95699,0,0,1,1,0,0,0,1,0,41.23333333,28.0625,56.28571429,0,0,0,0,0,0,16,449,14,788,8192,288,12,20,40426.90909,96726.09862,332067,11172,9993733.455,39742.59537,1.00E+07,9874736,Benign
80,6,02/03/2018 09:16:28,110017297,16,15,596,768,293,0,37.25,99.83553142,384,0,51.2,135.1164577,12.39805046,0.281773874,3667243.233,4864953.392,1.00E+07,20,1.10E+08,7332355.867,4544425.923,1.00E+07,3839,1.10E+08,7856093.5,4253533.603,1.00E+07,446,0,0,0,0,332,432,0.145431677,0.136342197,0,384,42.625,114.7900608,13176.75806,0,0,1,1,0,0,0,1,0,44,37.25,51.2,0,0,0,0,0,0,16,596,15,768,8192,980,12,20,46396.09091,32905.6941,129111,31888,9952271,167397.0281,1.00E+07,9453061,Benign
443,6,02/03/2018 09:16:28,62495995,21,26,1501,21198,520,0,71.47619048,124.889799,1420,0,815.3076923,662.0611917,363.2072743,0.752048191,1358608.587,8631526.147,5.86E+07,0,6.25E+07,3124799.75,1.31E+07,5.86E+07,28,6.24E+07,2494241.56,1.17E+07,5.87E+07,0,0,0,0,0,432,532,0.336021532,0.416026659,0,1420,472.8958333,617.5791874,381404.0527,0,0,1,1,0,0,0,1,1,482.9574468,71.47619048,815.3076923,0,0,0,0,0,0,21,1501,26,21198,8192,66,9,20,3747694,0,3747694,3747694,5.86E+07,0,5.86E+07,5.86E+07,Benign
443,6,02/03/2018 09:16:32,110271350,18,18,917,3663,587,0,50.94444444,143.6885817,1460,0,203.5,473.6479519,41.53390704,0.326467392,3150610,4699870.657,1.00E+07,0,1.10E+08,6485911.176,4908309.705,1.00E+07,197,1.10E+08,6485918.471,4925910.883,1.00E+07,0,0,0,0,0,372,504,0.163233696,0.163233696,0,1460,123.7837838,349.2060944,121944.8964,0,0,1,1,0,0,0,1,1,127.2222222,50.94444444,203.5,0,0,0,0,0,0,18,917,18,3663,8192,62,14,20,30935.36364,66834.84888,232450,10746,9992745.545,39149.2972,1.00E+07,9874706,Benign
53,17,02/03/2018 09:12:06,519,1,1,42,58,42,42,42,0,58,58,58,0,192678.2274,3853.564547,519,0,519,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1926.782274,1926.782274,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71,42,58,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
445,6,02/03/2018 09:18:37,28960,3,1,0,0,0,0,0,0,0,0,0,0,0,138.121547,9653.333333,16619.60849,28844,47,28960,14480,20411.34435,28913,47,0,0,0,0,0,0,0,0,0,68,28,103.5911602,34.53038674,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 09:16:30,69700137,26,43,2926,21076,670,0,112.5384615,170.6428389,1430,0,490.1395349,628.6524735,344.3608726,0.989955013,1025002.015,7129173.876,5.82E+07,0,6.97E+07,2788005.48,1.17E+07,5.83E+07,29,6.95E+07,1655813.881,9072357.399,5.83E+07,0,0,0,0,0,532,872,0.373026526,0.616928486,0,1430,342.8857143,535.0885757,286319.7839,0,0,1,1,0,0,0,1,1,347.8550725,112.5384615,490.1395349,0,0,0,0,0,0,26,2926,43,21076,8192,230,16,20,987977,1036905.627,1721180,254774,3.38E+07,3.45E+07,5.82E+07,9354041,Benign
443,6,02/03/2018 09:16:33,119968869,45,68,4861,12883,905,0,108.0222222,171.7963235,1430,0,189.4558824,324.6093604,147.9050369,0.941911022,1071150.616,3770212.854,1.50E+07,0,1.20E+08,2725241.159,5692208.948,1.50E+07,27,1.20E+08,1790308.075,4760797.98,1.50E+07,0,0,0,0,0,912,1372,0.37509731,0.566813712,0,1430,155.6491228,275.2714825,75774.38907,0,0,1,1,0,0,0,1,1,157.0265487,108.0222222,189.4558824,0,0,0,0,0,0,45,4861,68,12883,8192,251,26,20,404118.25,581058.1213,1630105,103624,1.46E+07,700774.0497,1.50E+07,1.34E+07,Benign
0,0,02/03/2018 09:16:42,93997244,58,0,0,0,0,0,0,0,0,0,0,0,0,0.617039368,1649074.456,1505077.625,7421592,397276,9.40E+07,1649074.456,1505077.625,7421592,397276,0,0,0,0,0,0,0,0,0,0,0,0.617039368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,-1,-1,0,0,3.62E+07,3.58E+07,6.15E+07,1.09E+07,6999930,596320.1191,7421592,6578268,Benign
443,6,02/03/2018 09:19:08,122303,9,8,511,3820,194,0,56.77777778,83.27781484,1460,0,477.5,632.2458835,35412.0504,138.9990434,7643.9375,17510.57207,68462,0,122303,15287.875,22966.63708,68462,18,105262,15037.42857,31893.67231,85642,0,0,0,0,0,192,172,73.58772884,65.41131452,0,1460,240.6111111,464.2896078,215564.8399,0,0,1,1,0,0,0,1,0,254.7647059,56.77777778,477.5,0,0,0,0,0,0,9,511,8,3820,8192,31,4,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 09:19:08,204349,9,8,507,4795,194,0,56.33333333,82.46665993,1460,0,599.375,717.1238063,25945.8084,83.19101146,12771.8125,23277.50996,82480,1,204349,25543.625,28187.26189,82480,27,103972,14853.14286,27188.33579,70103,1,0,0,0,0,192,172,44.04230018,39.14871127,0,1460,294.5555556,542.0604722,293829.5556,0,0,1,1,0,0,0,1,0,311.8823529,56.33333333,599.375,0,0,0,0,0,0,9,507,8,4795,8192,30,4,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 09:19:08,205024,9,8,507,4794,194,0,56.33333333,82.46665993,1460,0,599.25,717.2257564,25855.5096,82.9171219,12814,26660.32776,97905,0,205024,25628,34017.12271,97905,16,187407,26772.42857,46881.93572,115033,0,0,0,0,0,192,172,43.89729983,39.01982207,0,1460,294.5,542.0829381,293853.9118,0,0,1,1,0,0,0,1,0,311.8235294,56.33333333,599.25,0,0,0,0,0,0,9,507,8,4794,8192,30,4,20,0,0,0,0,0,0,0,0,Benign
50159,6,02/03/2018 09:19:08,801,2,1,38,0,38,0,19,26.87005769,0,0,0,0,47440.69913,3745.318352,400.5,546.5935419,787,14,801,801,0,801,801,0,0,0,0,0,1,0,0,0,40,20,2496.878901,1248.439451,0,38,19,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19,0,0,0,0,0,0,0,2,38,1,0,31,0,0,20,0,0,0,0,0,0,0,0,Benign
50158,6,02/03/2018 09:19:08,1193,2,1,38,0,38,0,19,26.87005769,0,0,0,0,31852.47276,2514.668902,596.5,819.5367594,1176,17,1193,1193,0,1193,1193,0,0,0,0,0,1,0,0,0,40,20,1676.445935,838.2229673,0,38,19,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19,0,0,0,0,0,0,0,2,38,1,0,31,0,0,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 09:19:09,120119,9,7,557,3773,206,0,61.88888889,88.34371008,1460,0,539,655.4329358,36047.58614,133.2012421,8007.933333,13136.76925,35398,1,120119,15014.875,16682.39086,40607,16,82137,13689.5,19354.50961,41249,1,0,0,0,0,192,152,74.92569868,58.27554342,0,1460,254.7058824,474.6863128,225327.0956,0,0,1,1,0,0,0,1,0,270.625,61.88888889,539,0,0,0,0,0,0,9,557,7,3773,8192,119,4,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 09:19:09,121919,9,7,557,3773,206,0,61.88888889,88.34371008,1460,0,539,655.4329358,35515.38316,131.2346722,8127.933333,13551.23094,35327,1,121919,15239.875,16505.34945,38117,16,86346,14391,21593.60876,48057,1,0,0,0,0,192,152,73.81950311,57.41516909,0,1460,254.7058824,474.6863128,225327.0956,0,0,1,1,0,0,0,1,0,270.625,61.88888889,539,0,0,0,0,0,0,9,557,7,3773,8192,119,4,20,0,0,0,0,0,0,0,0,Benign
50163,6,02/03/2018 09:19:09,29903,2,1,38,0,38,0,19,26.87005769,0,0,0,0,1270.775507,100.3243822,14951.5,21124.81509,29889,14,29903,29903,0,29903,29903,0,0,0,0,0,1,0,0,0,40,20,66.88292145,33.44146072,0,38,19,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19,0,0,0,0,0,0,0,2,38,1,0,123,0,0,20,0,0,0,0,0,0,0,0,Benign
50164,6,02/03/2018 09:19:09,30059,2,1,38,0,38,0,19,26.87005769,0,0,0,0,1264.180445,99.80371935,15029.5,21239.36639,30048,11,30059,30059,0,30059,30059,0,0,0,0,0,1,0,0,0,40,20,66.5358129,33.26790645,0,38,19,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19,0,0,0,0,0,0,0,2,38,1,0,123,0,0,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 09:19:10,423054,9,7,519,3234,201,0,57.66666667,84.93968448,1430,0,462,668.5244947,8871.207931,37.82023099,28203.6,45279.81602,112583,0,423054,52881.75,51494.7408,112583,268,210050,35008.33333,53896.97481,112259,0,0,0,0,0,192,152,21.27387993,16.54635106,0,1430,220.7647059,463.3286535,214673.4412,0,0,1,1,0,0,0,1,0,234.5625,57.66666667,462,0,0,0,0,0,0,9,519,7,3234,8192,172,4,20,0,0,0,0,0,0,0,0,Benign
50167,6,02/03/2018 09:19:10,2045,2,1,38,0,38,0,19,26.87005769,0,0,0,0,18581.90709,1466.992665,1022.5,1399.36432,2012,33,2045,2045,0,2045,2045,0,0,0,0,0,1,0,0,0,40,20,977.99511,488.997555,0,38,19,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19,0,0,0,0,0,0,0,2,38,1,0,176,0,0,20,0,0,0,0,0,0,0,0,Benign
53,17,02/03/2018 09:13:47,2863,1,1,40,139,40,40,40,0,139,139,139,0,62521.83025,698.5679357,2863,0,2863,2863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,349.2839679,349.2839679,40,139,73,57.15767665,3267,0,0,0,0,0,0,0,0,1,109.5,40,139,0,0,0,0,0,0,1,40,1,139,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
445,6,02/03/2018 09:19:13,111284,3,1,0,0,0,0,0,0,0,0,0,0,0,35.94407103,37094.66667,61058.11698,107568,62,111284,55642,73522.13468,107630,3654,0,0,0,0,0,0,0,0,0,68,28,26.95805327,8.986017756,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,Benign
445,6,02/03/2018 09:19:14,290978,3,1,0,0,0,0,0,0,0,0,0,0,0,13.74674374,96992.66667,167945.9997,290920,0,290978,145489,205752.517,290978,0,0,0,0,0,0,0,0,0,0,72,32,10.31005781,3.436685935,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,Benign
80,6,02/03/2018 09:19:10,5239859,3,1,0,0,0,0,0,0,0,0,0,0,0,0.76337932,1746619.667,2943758.972,5145342,17,5239859,2619929.5,3571472.608,5145342,94517,0,0,0,0,0,0,0,0,0,72,32,0.57253449,0.19084483,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,42780,0,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 09:16:28,118767490,41,82,1022,106671,250,0,24.92682927,61.1307575,1460,0,1300.865854,432.4500331,906.7548704,1.035636941,973504.0164,7497647.626,5.96E+07,0,1.19E+08,2969187.25,1.30E+07,5.96E+07,91,1.19E+08,1465303,9189361.671,5.96E+07,0,0,0,0,0,832,1652,0.345212314,0.690424627,0,1460,868.4919355,701.6656663,492334.7073,0,0,1,1,0,0,0,1,2,875.5528455,24.92682927,1300.865854,0,0,0,0,0,0,41,1022,82,106671,8192,131,8,20,541610.5,655689.5116,1005253,77968,5.88E+07,1115878.847,5.96E+07,5.80E+07,Benign
443,6,02/03/2018 09:19:19,202,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,381188.1188,14851.48515,101,117.3797257,184,18,202,101,117.3797257,184,18,0,0,0,0,0,1,0,0,0,60,0,14851.48515,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,Benign
50097,6,02/03/2018 09:19:19,0,2,0,0,0,0,0,0,0,0,0,0,0,NaN,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,131,-1,0,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 09:16:31,118716093,14,13,594,4639,194,0,42.42857143,66.84507264,1430,0,356.8461538,585.1988047,44.07995469,0.227433361,4566003.577,1.60E+07,5.89E+07,1,1.19E+08,9132007.154,2.20E+07,5.89E+07,169,1.19E+08,9880010.417,2.29E+07,5.91E+07,1,0,0,0,0,304,272,0.117928409,0.109504951,0,1430,186.8928571,424.7082083,180377.0622,0,0,1,1,0,0,0,1,0,193.8148148,42.42857143,356.8461538,0,0,0,0,0,0,14,594,13,4639,8192,176,6,20,532252,531997.4437,908431,156073,5.87E+07,266118.93,5.89E+07,5.86E+07,Benign
443,6,02/03/2018 09:16:31,117159074,14,15,943,3647,298,0,67.35714286,93.09102836,1430,0,243.1333333,489.4015101,39.17750323,0.247526709,4184252.643,1.53E+07,5.86E+07,0,1.17E+08,9012236.462,2.19E+07,5.86E+07,173,1.17E+08,8364055.714,2.12E+07,5.86E+07,0,0,0,0,0,292,312,0.119495653,0.128031056,0,1430,153,357.857899,128062.2759,0,0,1,1,0,0,0,1,1,158.2758621,67.35714286,243.1333333,0,0,0,0,0,0,14,943,15,3647,8192,180,8,20,249500.5,264776.8413,436726,62275,5.83E+07,402763.0728,5.86E+07,5.80E+07,Benign
443,6,02/03/2018 09:16:31,117727852,16,16,953,4147,303,0,59.5625,91.07942962,1430,0,259.1875,440.7451597,43.32025016,0.271813334,3797672.645,1.46E+07,5.89E+07,1,1.18E+08,7848523.467,2.06E+07,5.89E+07,27,1.18E+08,7838139.6,2.06E+07,5.91E+07,1,0,0,0,0,332,332,0.135906667,0.135906667,0,1430,154.5454545,325.0821138,105678.3807,0,0,1,1,0,0,0,1,1,159.375,59.5625,259.1875,0,0,0,0,0,0,16,953,16,4147,8192,180,8,20,326567,241134.7261,497075,156059,5.85E+07,674014.8909,5.89E+07,5.80E+07,Benign
443,6,02/03/2018 09:16:31,116685716,13,12,591,3634,191,0,45.46153846,67.86458991,1430,0,302.8333333,536.4087372,36.20837361,0.214250731,4861904.833,1.64E+07,5.80E+07,1,1.17E+08,9723809.667,2.26E+07,5.80E+07,175,1.17E+08,1.06E+07,2.35E+07,5.81E+07,1,0,0,0,0,272,252,0.11141038,0.102840351,0,1430,162.5,382.6824532,146445.86,0,0,1,1,0,0,0,1,0,169,45.46153846,302.8333333,0,0,0,0,0,0,13,591,12,3634,8192,176,6,20,337821.5,323407.3072,566505,109138,5.80E+07,23745.35282,5.80E+07,5.79E+07,Benign
443,6,02/03/2018 09:16:31,118376160,15,17,1240,3843,593,0,82.66666667,155.2218075,1430,0,226.0588235,463.054461,42.93938915,0.270324701,3818585.806,1.46E+07,5.89E+07,0,1.18E+08,8455440,2.13E+07,5.89E+07,160,1.18E+08,7388764.5,2.01E+07,5.91E+07,0,0,0,0,0,312,352,0.126714703,0.143609997,0,1430,154.030303,351.6185331,123635.5928,0,0,1,1,0,0,0,1,1,158.84375,82.66666667,226.0588235,0,0,0,0,0,0,15,1240,17,3843,8192,181,8,20,477824,455228.2747,799719,155929,5.86E+07,429617.5742,5.89E+07,5.83E+07,Benign
443,6,02/03/2018 09:19:22,191,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,403141.3613,15706.80628,95.5,111.0157646,174,17,191,95.5,111.0157646,174,17,0,0,0,0,0,1,0,0,0,60,0,15706.80628,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 09:19:22,665,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,115789.4737,4511.278195,332.5,449.0128061,650,15,665,332.5,449.0128061,650,15,0,0,0,0,0,1,0,0,0,60,0,4511.278195,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 09:19:22,749,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,102803.7383,4005.340454,374.5,512.6524164,737,12,749,374.5,512.6524164,737,12,0,0,0,0,0,1,0,0,0,60,0,4005.340454,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,255,-1,1,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 09:19:22,994,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,77464.78873,3018.108652,497,684.4793642,981,13,994,497,684.4793642,981,13,0,0,0,0,0,1,0,0,0,60,0,3018.108652,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,255,-1,1,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 09:19:22,1354,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,56868.53767,2215.657312,677,937.6235919,1340,14,1354,677,937.6235919,1340,14,0,0,0,0,0,1,0,0,0,60,0,2215.657312,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 09:18:29,52548900,5,1,123,46,46,0,24.6,23.27659769,46,46,46,0,3.216052096,0.114179364,1.05E+07,2.34E+07,5.24E+07,13,5.25E+07,1.31E+07,2.62E+07,5.24E+07,13,0,0,0,0,0,1,0,0,0,100,20,0.09514947,0.019029894,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46,0,0,0,0,0,0,5,123,1,46,258,66,2,20,140346,0,140346,140346,5.24E+07,0,5.24E+07,5.24E+07,Benign
50128,6,02/03/2018 09:19:22,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,180,-1,0,20,0,0,0,0,0,0,0,0,Benign
