IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,Label,Attack
59.166.0.0,19402,149.171.126.6,21,6,1.0,2059,37,2816,39,24,24,24,0,0,0,31,32,106,52,52,106,2506.0,3058.0,505,8,887,10,11664000,13552000,87,0,0,0,0,21720,18824,63744,249,0,0,0,125.0,0,Benign
59.166.0.0,63208,149.171.126.6,21,6,1.0,2383,43,3234,45,24,24,24,0,0,0,31,32,106,52,52,106,2830.0,3476.0,563,9,1068,12,12760000,14984000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0,Benign
59.166.0.0,19402,149.171.126.6,21,6,1.0,2383,43,3234,45,24,24,24,0,0,0,31,32,106,52,52,106,2830.0,3476.0,563,9,1068,12,12760000,14984000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0,Benign
59.166.0.5,24067,149.171.126.3,21,6,1.0,9,1,193,3,24,24,16,0,0,0,31,32,89,52,52,89,456.0,435.0,0,0,0,0,3648000,3480000,15,0,0,0,0,0,7240,0,0,0,0,0,331.0,0,Benign
59.166.0.5,24067,149.171.126.3,21,6,1.0,261,5,469,7,24,24,24,0,0,0,31,32,89,52,52,89,708.0,711.0,74,1,89,1,4656000,4584000,23,0,0,0,0,8688,8688,18944,74,0,0,0,230.0,0,Benign
59.166.0.5,24067,149.171.126.3,21,6,1.0,481,9,749,11,24,24,24,0,0,0,31,32,93,52,52,93,928.0,991.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0,Benign
59.166.0.5,24067,149.171.126.3,21,6,1.0,701,13,1052,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1294.0,190,3,265,3,6480000,6856000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0,Benign
59.166.0.5,24067,149.171.126.3,21,6,1.0,1031,19,1472,21,24,24,24,0,0,0,31,32,106,52,52,106,1478.0,1714.0,251,4,436,5,7544000,8232000,51,0,0,0,0,14480,13032,64256,251,0,0,0,230.0,0,Benign
59.166.0.5,24067,149.171.126.3,21,6,1.0,1251,23,1750,25,24,24,24,0,0,0,31,32,106,52,52,106,1698.0,1992.0,309,5,516,6,8552000,9512000,59,0,0,0,0,15928,14480,13568,53,0,0,0,229.0,0,Benign
59.166.0.5,24067,149.171.126.3,21,6,1.0,1493,27,2054,29,24,24,24,0,0,0,31,32,106,52,52,106,1940.0,2296.0,378,6,610,7,9544000,10776000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0,Benign
59.166.0.5,24067,149.171.126.3,21,6,1.0,1817,33,2510,35,24,24,24,0,0,0,31,32,106,52,52,106,2264.0,2752.0,436,7,792,9,10616000,12184000,79,0,0,0,0,20272,17376,46080,180,0,0,0,229.0,0,Benign
59.166.0.5,24067,149.171.126.3,21,6,1.0,2059,37,2814,39,24,24,24,0,0,0,31,32,106,52,52,106,2506.0,3056.0,505,8,886,10,11664000,13544000,87,0,0,0,0,21720,18824,63744,249,0,0,0,125.0,0,Benign
59.166.0.5,24067,149.171.126.3,21,6,1.0,2383,43,3232,45,24,24,24,0,0,0,31,32,106,52,52,106,2830.0,3474.0,563,9,1067,12,12760000,14968000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0,Benign
59.166.0.8,59896,149.171.126.5,21,6,1.0,9,1,193,3,24,24,16,0,0,0,31,32,89,52,52,89,456.0,435.0,0,0,0,0,3648000,3480000,15,0,0,0,0,0,7240,0,0,0,0,0,331.0,0,Benign
59.166.0.8,59896,149.171.126.5,21,6,1.0,261,5,469,7,24,24,24,0,0,0,31,32,89,52,52,89,708.0,711.0,74,1,89,1,4656000,4584000,23,0,0,0,0,8688,8688,18944,74,0,0,0,230.0,0,Benign
59.166.0.8,59896,149.171.126.5,21,6,1.0,481,9,749,11,24,24,24,0,0,0,31,32,93,52,52,93,928.0,991.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0,Benign
59.166.0.8,59896,149.171.126.5,21,6,1.0,701,13,1052,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1294.0,190,3,265,3,6480000,6856000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0,Benign
59.166.0.8,59896,149.171.126.5,21,6,1.0,1031,19,1472,21,24,24,24,0,0,0,31,32,106,52,52,106,1478.0,1714.0,251,4,436,5,7544000,8232000,51,0,0,0,0,14480,13032,64256,251,0,0,0,230.0,0,Benign
59.166.0.8,59896,149.171.126.5,21,6,1.0,1251,23,1750,25,24,24,24,0,0,0,31,32,106,52,52,106,1698.0,1992.0,309,5,516,6,8552000,9512000,59,0,0,0,0,15928,14480,13568,53,0,0,0,229.0,0,Benign
59.166.0.8,59896,149.171.126.5,21,6,1.0,1493,27,2054,29,24,24,24,0,0,0,31,32,106,52,52,106,1940.0,2296.0,378,6,610,7,9544000,10776000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0,Benign
59.166.0.8,59896,149.171.126.5,21,6,1.0,1817,33,2510,35,24,24,24,0,0,0,31,32,106,52,52,106,2264.0,2752.0,436,7,792,9,10616000,12184000,79,0,0,0,0,20272,17376,46080,180,0,0,0,229.0,0,Benign
59.166.0.8,59896,149.171.126.5,21,6,1.0,2059,37,2814,39,24,24,24,0,0,0,31,32,106,52,52,106,2506.0,3056.0,505,8,886,10,11664000,13544000,87,0,0,0,0,21720,18824,63744,249,0,0,0,125.0,0,Benign
59.166.0.0,53985,149.171.126.8,21,6,1.0,9,1,193,3,24,24,16,0,0,0,31,32,89,52,52,89,456.0,435.0,0,0,0,0,3648000,3480000,15,0,0,0,0,0,7240,0,0,0,0,0,331.0,0,Benign
59.166.0.8,59896,149.171.126.5,21,6,1.0,2383,43,3232,45,24,24,24,4294951,0,16,31,32,106,52,52,106,2830.0,3474.0,563,9,1067,12,12760000,5752000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0,Benign
59.166.0.0,53985,149.171.126.8,21,6,1.0,261,5,469,7,24,24,24,4294951,16,16,31,32,89,52,52,89,708.0,711.0,74,1,89,1,512000,504000,23,0,0,0,0,8688,8688,18944,74,0,0,0,230.0,0,Benign
59.166.0.0,53985,149.171.126.8,21,6,1.0,481,9,749,11,24,24,24,4294951,16,16,31,32,93,52,52,93,928.0,991.0,132,2,172,2,472000,488000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0,Benign
59.166.0.0,53985,149.171.126.8,21,6,1.0,701,13,1052,15,24,24,24,4294951,16,16,31,32,106,52,52,106,1148.0,1294.0,190,3,265,3,496000,520000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0,Benign
59.166.0.0,53985,149.171.126.8,21,6,1.0,1031,19,1472,21,24,24,24,4294951,16,16,31,32,106,52,52,106,1478.0,1714.0,251,4,436,5,544000,592000,51,0,0,0,0,14480,13032,64256,251,0,0,0,230.0,0,Benign
59.166.0.0,53985,149.171.126.8,21,6,1.0,1251,23,1750,25,24,24,24,4294951,16,16,31,32,106,52,52,106,1698.0,1992.0,309,5,516,6,592000,656000,59,0,0,0,0,15928,14480,13568,53,0,0,0,229.0,0,Benign
59.166.0.0,53985,149.171.126.8,21,6,1.0,1493,27,2054,29,24,24,24,4294951,16,16,31,32,106,52,52,106,1940.0,2296.0,378,6,610,7,648000,728000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0,Benign
59.166.0.0,53985,149.171.126.8,21,6,1.0,1817,33,2510,35,24,24,24,4294951,16,16,31,32,106,52,52,106,2264.0,2752.0,436,7,792,9,704000,808000,79,0,0,0,0,20272,17376,46080,180,0,0,0,229.0,0,Benign
59.166.0.0,53985,149.171.126.8,21,6,1.0,2059,37,2814,39,24,24,24,4294951,16,16,31,32,106,52,52,106,2506.0,3056.0,505,8,886,10,760000,888000,87,0,0,0,0,21720,18824,63744,249,0,0,0,125.0,0,Benign
59.166.0.0,53985,149.171.126.8,21,6,1.0,2383,43,3232,45,24,24,24,4294951,16,16,31,32,106,52,52,106,2830.0,3474.0,563,9,1067,12,824000,968000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0,Benign
59.166.0.4,25890,149.171.126.0,21,6,1.0,9,1,193,3,24,24,16,0,0,0,31,32,89,52,52,89,456.0,435.0,0,0,0,0,3648000,3480000,15,0,0,0,0,0,7240,0,0,0,0,0,331.0,0,Benign
59.166.0.4,25890,149.171.126.0,21,6,1.0,261,5,469,7,24,24,24,0,0,0,31,32,89,52,52,89,708.0,711.0,74,1,89,1,4656000,4584000,23,0,0,0,0,8688,8688,18944,74,0,0,0,230.0,0,Benign
59.166.0.4,25890,149.171.126.0,21,6,1.0,481,9,749,11,24,24,24,0,0,0,31,32,93,52,52,93,928.0,991.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0,Benign
59.166.0.4,25890,149.171.126.0,21,6,1.0,701,13,1052,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1294.0,190,3,265,3,6480000,6856000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0,Benign
59.166.0.4,25890,149.171.126.0,21,6,1.0,1031,19,1472,21,24,24,24,0,0,0,31,32,106,52,52,106,1478.0,1714.0,251,4,436,5,7544000,8232000,51,0,0,0,0,14480,13032,64256,251,0,0,0,230.0,0,Benign
59.166.0.4,25890,149.171.126.0,21,6,1.0,1251,23,1750,25,24,24,24,0,0,0,31,32,106,52,52,106,1698.0,1992.0,309,5,516,6,8552000,9512000,59,0,0,0,0,15928,14480,13568,53,0,0,0,229.0,0,Benign
59.166.0.4,25890,149.171.126.0,21,6,1.0,1493,27,2054,29,24,24,24,0,0,0,31,32,106,52,52,106,1940.0,2296.0,378,6,610,7,9544000,10776000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0,Benign
59.166.0.4,25890,149.171.126.0,21,6,1.0,1817,33,2510,35,24,24,24,0,0,0,31,32,106,52,52,106,2264.0,2752.0,436,7,792,9,10616000,12184000,79,0,0,0,0,20272,17376,46080,180,0,0,0,229.0,0,Benign
59.166.0.4,25890,149.171.126.0,21,6,1.0,2059,37,2814,39,24,24,24,0,0,0,31,32,106,52,52,106,2506.0,3056.0,505,8,886,10,11664000,13544000,87,0,0,0,0,21720,18824,63744,249,0,0,0,125.0,0,Benign
59.166.0.4,25890,149.171.126.0,21,6,1.0,2383,43,3232,45,24,24,24,0,0,0,31,32,106,52,52,106,2830.0,3474.0,563,9,1067,12,12760000,14968000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0,Benign
59.166.0.3,19488,149.171.126.1,21,6,1.0,9,1,193,3,24,24,16,0,0,0,31,32,89,52,52,89,456.0,435.0,0,0,0,0,3648000,3480000,15,0,0,0,0,0,7240,0,0,0,0,0,331.0,0,Benign
59.166.0.3,19488,149.171.126.1,21,6,1.0,261,5,469,7,24,24,24,0,0,0,31,32,89,52,52,89,708.0,711.0,74,1,89,1,4656000,4584000,23,0,0,0,0,8688,8688,18944,74,0,0,0,230.0,0,Benign
59.166.0.3,19488,149.171.126.1,21,6,1.0,481,9,749,11,24,24,24,0,0,0,31,32,93,52,52,93,928.0,991.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0,Benign
59.166.0.3,19488,149.171.126.1,21,6,1.0,701,13,1052,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1294.0,190,3,265,3,6480000,6856000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0,Benign
59.166.0.3,19488,149.171.126.1,21,6,1.0,1031,19,1472,21,24,24,24,0,0,0,31,32,106,52,52,106,1478.0,1714.0,251,4,436,5,7544000,8232000,51,0,0,0,0,14480,13032,64256,251,0,0,0,230.0,0,Benign
59.166.0.3,19488,149.171.126.1,21,6,1.0,1251,23,1750,25,24,24,24,0,0,0,31,32,106,52,52,106,1698.0,1992.0,309,5,516,6,8552000,9512000,59,0,0,0,0,15928,14480,13568,53,0,0,0,229.0,0,Benign
59.166.0.3,19488,149.171.126.1,21,6,1.0,1493,27,2054,29,24,24,24,0,0,0,31,32,106,52,52,106,1940.0,2296.0,378,6,610,7,9544000,10776000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0,Benign
59.166.0.3,19488,149.171.126.1,21,6,1.0,1817,33,2510,35,24,24,24,0,0,0,31,32,106,52,52,106,2264.0,2752.0,436,7,792,9,10616000,12184000,79,0,0,0,0,20272,17376,46080,180,0,0,0,229.0,0,Benign
59.166.0.3,19488,149.171.126.1,21,6,1.0,2059,37,2814,39,24,24,24,0,0,0,31,32,106,52,52,106,2506.0,3056.0,505,8,886,10,11664000,13544000,87,0,0,0,0,21720,18824,63744,249,0,0,0,125.0,0,Benign
59.166.0.3,19488,149.171.126.1,21,6,1.0,2383,43,3232,45,24,24,24,0,0,0,31,32,106,52,52,106,2830.0,3474.0,563,9,1067,12,12760000,14968000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0,Benign
59.166.0.6,62761,149.171.126.3,21,6,1.0,9,1,193,3,24,24,16,0,0,0,31,32,89,52,52,89,456.0,435.0,0,0,0,0,3648000,3480000,15,0,0,0,0,0,7240,0,0,0,0,0,331.0,0,Benign
59.166.0.6,62761,149.171.126.3,21,6,1.0,261,5,469,7,24,24,24,0,0,0,31,32,89,52,52,89,708.0,711.0,74,1,89,1,4656000,4584000,23,0,0,0,0,8688,8688,18944,74,0,0,0,230.0,0,Benign
59.166.0.6,62761,149.171.126.3,21,6,1.0,481,9,749,11,24,24,24,0,0,0,31,32,93,52,52,93,928.0,991.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0,Benign
59.166.0.6,62761,149.171.126.3,21,6,1.0,701,13,1052,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1294.0,190,3,265,3,6480000,6856000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0,Benign
59.166.0.6,62761,149.171.126.3,21,6,1.0,1031,19,1472,21,24,24,24,0,0,0,31,32,106,52,52,106,1478.0,1714.0,251,4,436,5,7544000,8232000,51,0,0,0,0,14480,13032,64256,251,0,0,0,230.0,0,Benign
59.166.0.6,62761,149.171.126.3,21,6,1.0,1251,23,1750,25,24,24,24,0,0,0,31,32,106,52,52,106,1698.0,1992.0,309,5,516,6,8552000,9512000,59,0,0,0,0,15928,14480,13568,53,0,0,0,229.0,0,Benign
59.166.0.6,62761,149.171.126.3,21,6,1.0,1493,27,2054,29,24,24,24,0,0,0,31,32,106,52,52,106,1940.0,2296.0,378,6,610,7,9544000,10776000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0,Benign
59.166.0.6,62761,149.171.126.3,21,6,1.0,1817,33,2510,35,24,24,24,0,0,0,31,32,106,52,52,106,2264.0,2752.0,436,7,792,9,10616000,12184000,79,0,0,0,0,20272,17376,46080,180,0,0,0,229.0,0,Benign
59.166.0.6,62761,149.171.126.3,21,6,1.0,2059,37,2814,39,24,24,24,0,0,0,31,32,106,52,52,106,2506.0,3056.0,505,8,886,10,11664000,13544000,87,0,0,0,0,21720,18824,63744,249,0,0,0,125.0,0,Benign
59.166.0.6,62761,149.171.126.3,21,6,1.0,2383,43,3232,45,24,24,24,0,0,0,31,32,106,52,52,106,2830.0,3474.0,563,9,1067,12,12760000,14968000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0,Benign
59.166.0.7,49608,149.171.126.3,21,6,1.0,9,1,193,3,24,24,16,0,0,0,31,32,89,52,52,89,456.0,435.0,0,0,0,0,3648000,3480000,15,0,0,0,0,0,7240,0,0,0,0,0,331.0,0,Benign
59.166.0.7,49608,149.171.126.3,21,6,1.0,261,5,469,7,24,24,24,0,0,0,31,32,89,52,52,89,708.0,711.0,74,1,89,1,4656000,4584000,23,0,0,0,0,8688,8688,18944,74,0,0,0,230.0,0,Benign
59.166.0.7,49608,149.171.126.3,21,6,1.0,481,9,749,11,24,24,24,0,0,0,31,32,93,52,52,93,928.0,991.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0,Benign
59.166.0.7,49608,149.171.126.3,21,6,1.0,701,13,1052,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1294.0,190,3,265,3,6480000,6856000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0,Benign
59.166.0.7,49608,149.171.126.3,21,6,1.0,1031,19,1472,21,24,24,24,0,0,0,31,32,106,52,52,106,1478.0,1714.0,251,4,436,5,7544000,8232000,51,0,0,0,0,14480,13032,64256,251,0,0,0,230.0,0,Benign
59.166.0.7,49608,149.171.126.3,21,6,1.0,1251,23,1750,25,24,24,24,0,0,0,31,32,106,52,52,106,1698.0,1992.0,309,5,516,6,8552000,9512000,59,0,0,0,0,15928,14480,13568,53,0,0,0,229.0,0,Benign
59.166.0.7,49608,149.171.126.3,21,6,1.0,1493,27,2054,29,24,24,24,0,0,0,31,32,106,52,52,106,1940.0,2296.0,378,6,610,7,9544000,10776000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0,Benign
59.166.0.7,49608,149.171.126.3,21,6,1.0,1817,33,2510,35,24,24,24,0,0,0,31,32,106,52,52,106,2264.0,2752.0,436,7,792,9,10616000,12184000,79,0,0,0,0,20272,17376,46080,180,0,0,0,229.0,0,Benign
59.166.0.7,49608,149.171.126.3,21,6,1.0,2059,37,2814,39,24,24,24,0,0,0,31,32,106,52,52,106,2506.0,3056.0,505,8,886,10,11664000,13544000,87,0,0,0,0,21720,18824,63744,249,0,0,0,125.0,0,Benign
59.166.0.7,49608,149.171.126.3,21,6,1.0,2383,43,3232,45,24,24,24,0,0,0,31,32,106,52,52,106,2830.0,3474.0,563,9,1067,12,12760000,14968000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0,Benign
59.166.0.6,16039,149.171.126.4,21,6,1.0,9,1,193,3,24,24,16,0,0,0,31,32,89,52,52,89,456.0,435.0,0,0,0,0,3648000,3480000,15,0,0,0,0,0,7240,0,0,0,0,0,331.0,0,Benign
59.166.0.6,16039,149.171.126.4,21,6,1.0,261,5,469,7,24,24,24,0,0,0,31,32,89,52,52,89,708.0,711.0,74,1,89,1,4656000,4584000,23,0,0,0,0,8688,8688,18944,74,0,0,0,230.0,0,Benign
59.166.0.6,16039,149.171.126.4,21,6,1.0,481,9,749,11,24,24,24,0,0,0,31,32,93,52,52,93,928.0,991.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0,Benign
59.166.0.6,16039,149.171.126.4,21,6,1.0,701,13,1052,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1294.0,190,3,265,3,6480000,6856000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0,Benign
59.166.0.6,16039,149.171.126.4,21,6,1.0,1031,19,1472,21,24,24,24,0,0,0,31,32,106,52,52,106,1478.0,1714.0,251,4,436,5,7544000,8232000,51,0,0,0,0,14480,13032,64256,251,0,0,0,230.0,0,Benign
59.166.0.6,16039,149.171.126.4,21,6,1.0,1251,23,1750,25,24,24,24,0,0,0,31,32,106,52,52,106,1698.0,1992.0,309,5,516,6,8552000,9512000,59,0,0,0,0,15928,14480,13568,53,0,0,0,229.0,0,Benign
59.166.0.6,16039,149.171.126.4,21,6,1.0,1493,27,2054,29,24,24,24,0,0,0,31,32,106,52,52,106,1940.0,2296.0,378,6,610,7,9544000,10776000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0,Benign
59.166.0.6,16039,149.171.126.4,21,6,1.0,1817,33,2510,35,24,24,24,0,0,0,31,32,106,52,52,106,2264.0,2752.0,436,7,792,9,10616000,12184000,79,0,0,0,0,20272,17376,46080,180,0,0,0,229.0,0,Benign
59.166.0.6,16039,149.171.126.4,21,6,1.0,2059,37,2814,39,24,24,24,0,0,0,31,32,106,52,52,106,2506.0,3056.0,505,8,886,10,11664000,13544000,87,0,0,0,0,21720,18824,63744,249,0,0,0,125.0,0,Benign
59.166.0.6,16039,149.171.126.4,21,6,1.0,2383,43,3232,45,24,24,24,0,0,0,31,32,106,52,52,106,2830.0,3474.0,563,9,1067,12,12760000,14968000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0,Benign
59.166.0.3,61729,149.171.126.3,21,6,1.0,9,1,193,3,24,24,16,0,0,0,31,32,89,52,52,89,456.0,435.0,0,0,0,0,3648000,3480000,15,0,0,0,0,0,7240,0,0,0,0,0,331.0,0,Benign
59.166.0.3,61729,149.171.126.3,21,6,1.0,261,5,469,7,24,24,24,0,0,0,31,32,89,52,52,89,708.0,711.0,74,1,89,1,4656000,4584000,23,0,0,0,0,8688,8688,18944,74,0,0,0,230.0,0,Benign
59.166.0.3,61729,149.171.126.3,21,6,1.0,481,9,750,11,24,24,24,0,0,0,31,32,94,52,52,94,928.0,992.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0,Benign
59.166.0.3,61729,149.171.126.3,21,6,1.0,701,13,1054,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1296.0,190,3,266,3,6480000,6864000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0,Benign
59.166.0.3,61729,149.171.126.3,21,6,1.0,1031,19,1474,21,24,24,24,0,0,0,31,32,106,52,52,106,1478.0,1716.0,251,4,437,5,7544000,8240000,51,0,0,0,0,14480,13032,64256,251,0,0,0,230.0,0,Benign
59.166.0.3,61729,149.171.126.3,21,6,1.0,1251,23,1752,25,24,24,24,0,0,0,31,32,106,52,52,106,1698.0,1994.0,309,5,517,6,8552000,9520000,59,0,0,0,0,15928,14480,13568,53,0,0,0,229.0,0,Benign
59.166.0.3,61729,149.171.126.3,21,6,1.0,1493,27,2056,29,24,24,24,0,0,0,31,32,106,52,52,106,1940.0,2298.0,378,6,611,7,9544000,10784000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0,Benign
59.166.0.3,61729,149.171.126.3,21,6,1.0,1817,33,2512,35,24,24,24,4294951,16,16,31,32,106,52,52,106,2264.0,2754.0,436,7,793,9,3536000,4064000,79,0,0,0,0,20272,17376,46080,180,0,0,0,229.0,0,Benign
59.166.0.3,61729,149.171.126.3,21,6,1.0,2059,37,2816,39,24,24,24,4294951,16,16,31,32,106,52,52,106,2506.0,3058.0,505,8,887,10,2560000,2976000,87,0,0,0,0,21720,18824,63744,249,0,0,0,125.0,0,Benign
59.166.0.3,61729,149.171.126.3,21,6,1.0,2383,43,3234,45,24,24,24,4294951,16,16,31,32,106,52,52,106,2830.0,3476.0,563,9,1068,12,2200000,2576000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0,Benign
175.45.176.1,59507,149.171.126.13,21,6,1.0,539,11,695,9,24,24,16,0,0,0,62,63,108,40,40,108,834.0,979.0,225,4,324,4,4256000,5552000,29,0,0,0,0,16383,16383,57600,225,0,0,0,213.0,0,Benign
175.45.176.1,59507,149.171.126.13,21,6,1.0,689,13,882,11,24,24,16,0,0,0,62,63,140,40,40,140,984.0,1166.0,300,5,371,5,4864000,6176000,32,1,0,0,0,16383,16383,11264,44,0,0,0,150.0,0,Benign
59.166.0.3,60911,149.171.126.7,21,6,1.0,9,1,193,3,24,24,16,0,0,0,31,32,89,52,52,89,456.0,435.0,0,0,0,0,3648000,3480000,15,0,0,0,0,0,7240,0,0,0,0,0,331.0,0,Benign
59.166.0.3,60911,149.171.126.7,21,6,1.0,261,5,469,7,24,24,24,0,0,0,31,32,89,52,52,89,708.0,711.0,74,1,89,1,4656000,4584000,23,0,0,0,0,8688,8688,18944,74,0,0,0,230.0,0,Benign
59.166.0.3,60911,149.171.126.7,21,6,1.0,481,9,750,11,24,24,24,0,0,0,31,32,94,52,52,94,928.0,992.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0,Benign
59.166.0.3,60911,149.171.126.7,21,6,1.0,701,13,1054,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1296.0,190,3,266,3,6480000,6864000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0,Benign
59.166.0.3,60911,149.171.126.7,21,6,1.0,1031,19,1474,21,24,24,24,0,0,0,31,32,106,52,52,106,1478.0,1716.0,251,4,437,5,7544000,8240000,51,0,0,0,0,14480,13032,64256,251,0,0,0,230.0,0,Benign
59.166.0.3,60911,149.171.126.7,21,6,1.0,1251,23,1752,25,24,24,24,0,0,0,31,32,106,52,52,106,1698.0,1994.0,309,5,517,6,8552000,9520000,59,0,0,0,0,15928,14480,13568,53,0,0,0,229.0,0,Benign
59.166.0.3,60911,149.171.126.7,21,6,1.0,1493,27,2056,29,24,24,24,0,0,0,31,32,106,52,52,106,1940.0,2298.0,378,6,611,7,9544000,10784000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0,Benign
59.166.0.3,60911,149.171.126.7,21,6,1.0,1817,33,2512,35,24,24,24,0,0,0,31,32,106,52,52,106,2264.0,2754.0,436,7,793,9,10616000,12192000,79,0,0,0,0,20272,17376,46080,180,0,0,0,229.0,0,Benign
59.166.0.3,60911,149.171.126.7,21,6,1.0,2059,37,2816,39,24,24,24,0,0,0,31,32,106,52,52,106,2506.0,3058.0,505,8,887,10,11664000,13552000,87,0,0,0,0,21720,18824,63744,249,0,0,0,125.0,0,Benign
59.166.0.3,60911,149.171.126.7,21,6,1.0,2383,43,3234,45,24,24,24,0,0,0,31,32,106,52,52,106,2830.0,3476.0,563,9,1068,12,12760000,14984000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0,Benign
59.166.0.7,21435,149.171.126.4,21,6,1.0,9,1,193,3,24,24,16,0,0,0,31,32,89,52,52,89,456.0,435.0,0,0,0,0,3648000,3480000,15,0,0,0,0,0,7240,0,0,0,0,0,331.0,0,Benign
59.166.0.7,21435,149.171.126.4,21,6,1.0,261,5,469,7,24,24,24,0,0,0,31,32,89,52,52,89,708.0,711.0,74,1,89,1,4656000,4584000,23,0,0,0,0,8688,8688,18944,74,0,0,0,230.0,0,Benign
59.166.0.7,21435,149.171.126.4,21,6,1.0,481,9,749,11,24,24,24,0,0,0,31,32,93,52,52,93,928.0,991.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0,Benign
